0,#,Account,Peer followers
298,298.,"Kenny Pearce@KennethLPearceI  read old books and am confused about God. Philosophy prof. Currently: @TCDPhilosophy. Soon: @JMUCAL. New book: Is There a God?, w/ @OppyGraham. bit.ly/2QrnJxlDublin/Pittsburghkennypearce.netGoogle Scholar page1 year on TwitterRecent tweets: 7% new, 71% replies, 17% retweets, 5% quotesOn 23 user lists1,975 followers",213
299,299.,"Julia Driver@jdriver350Professor of Philosophy, The University of Texas at Austin and CEPPA, St. AndrewsAustin, TX7 years on TwitterRecent tweets: 6% new, 29% replies, 62% retweets, 3% quotesOn 19 user lists1,090 followers",213
300,300.,"Kathleen Stock@DocstockkNewsletter: kathleenstock.substack.com Column: @Unherd Agent: @littlehardman 📷 J. WoodwardThereamazon.co.uk/Material-Girls…6 years on TwitterRecent tweets: 6% new, 31% replies, 51% retweets, 12% quotesOn 373 user lists85,543 followers",212
301,301.,"Richard Zach@RrrichardZachTrust me, I'm a 'logician.' An Introduction to Proof Theory is out now from @OUPAcademic. he/himCalgary, Alberta [Treaty 7]richardzach.orgGoogle Scholar page14 years on TwitterRecent tweets: 6% new, 38% replies, 55% retweets, 1% quotesOn 135 user lists3,509 followers",212
302,302.,"Joe Ulatowski 🇺🇦 🕊@oohlahPhilosophy lecturer / professor. I think about truth, facts, and action.Hamilton City, New Zealandjosephulatowski.netGoogle Scholar page13 years on TwitterRecent tweets: 7% new, 62% replies, 16% retweets, 15% quotesOn 62 user lists1,419 followers",212
303,303.,"Bryan Roberts 🏳️‍🌈️@SoulPhysicsPhilosopher  of physics, Director of the LSE Centre for Philosophy of Natural & Social Sciences, lost artist, queer (he/him). Speaks 🇺🇸️️🇫🇷🇲🇽️️🇭🇷London, UKpersonal.lse.ac.uk/robert49/Google Scholar pageVideo channel12 years on TwitterRecent tweets: 17% new, 45% replies, 25% retweets, 13% quotesOn 77 user lists2,132 followers",211
304,304.,"Sven Nyholm@SvenNyholmAssistant  Professor of Philosophy, Utrecht University, NL | Ethics Advisory Board, The Human Brain Project | Associate Editor, Science and Engineering EthicsThe NetherlandsGoogle Scholar page5 years on TwitterRecent tweets: 17% new, 53% replies, 14% retweets, 16% quotesOn 62 user lists3,972 followers",210
305,305.,"Big PhD Energy (aka No Energy)@sabrina_p_leeds(they/them) First Gen Philosophy PhD Student @Georgetown, Managing Editor @JPhilDisWashington, DCetsy.com/nz/shop/SLPhot…1 year on TwitterRecent tweets: 10% new, 78% replies, 7% retweets, 6% quotesOn 18 user lists3,131 followers",210
306,306.,"Alejandro Vázquez M.@MetaEpistemicAssistant  professor at FFyL-UNAM working on epistemology and the philosophy of cognitive science. Knowledge, rationality, mental functions, and neurodiversity.Mexico Cityvazquezdelmercado.academia.edu11 years on TwitterRecent tweets: 26% new, 50% replies, 19% retweets, 6% quotesOn 61 user lists2,094 followers",210
307,307.,"Daniel Vázquez@danvazhSenior  Lecturer and Head of the Department of Philosophy @MICLimerick | Research on ancient Greek and Roman Philosophy | He/him | Hecho en 🇲🇽Irelandmic.ul.ie/staff/3171-dan…Google Scholar page11 years on TwitterRecent tweets: 13% new, 38% replies, 35% retweets, 14% quotesOn 46 user lists1,614 followers",210
308,308.,"Michael Otsuka@MikeOtsukaProfessor  of Philosophy, LSE & Rutgers. On UCU national negotiating team for USS pensions. Photo not up to date. Neither is yours, unless a live webcam image.Londonpersonal.lse.ac.uk/OTSUKAM/Google Scholar page11 years on TwitterRecent tweets: 4% new, 73% replies, 1% retweets, 24% quotesOn 83 user lists7,726 followers",209
309,309.,"Kranti Saran@KrantiSaranPhilosophy of mind, also interested in the wider world. Tweets are personal, RTs aren't nec. endorsements.New Delhi, Indiakrantisaran.net12 years on TwitterRecent tweets: 34% new, 32% replies, 15% retweets, 19% quotesOn 72 user lists5,100 followers",209
310,310.,"David Rosenthal@davidr11Professor of philosophy, City University of New York Graduate Center; also Coordinator, Concentration in Cognitive ScienceNew York Citydavidrosenthal.orgGoogle Scholar page12 years on TwitterRecent tweets: 74% new, 17% replies, 7% retweets, 2% quotesOn 78 user lists2,836 followers",209
311,311.,"James Hutton@JamesHuttonPhil@LeverhulmeTrust  Fellow in Philosophy at @EdinburghUni. Writing about emotions, ethical knowledge, moral methodology and sometimes Kant. he/himEdinburghjameshuttonphil.weebly.comGoogle Scholar page1 year on TwitterRecent tweets: 21% new, 65% replies, 3% retweets, 10% quotesOn 13 user lists1,303 followers",209
312,312.,"Alani Golanski@alanigolanskiJames  Kent Scholar @ColumbiaLaw -- #philosophy of #law & #science @GC_CUNY -- Fellow PoundInstitute -- #CalArts -- Director @weitzluxenberg (own 2 cents).Brooklyn, NY7 years on TwitterRecent tweets: 62% new, 26% replies, 5% retweets, 6% quotesOn 38 user lists5,185 followers",208
313,313.,"Manuel Undistinguished Professor Vargas 🥑@unfilosofoI  write about things I don't understand using words I can't pronounce. My  views don't necessarily represent my views. Typos in every tweet.San Diego, CAvargasphilosophy.comGoogle Scholar page12 years on TwitterRecent tweets: 36% new, 45% replies, 15% retweets, 4% quotesOn 37 user lists1,501 followers",208
314,314.,"Jack Bicker@JackBicker...just  another millennial philosopher, seeking to be existentially reassured by a reliable WiFi connection / #CriticalTheory #Mind #Philosophy #Education @UCLLecturer @IOE_Londonuk.linkedin.com/in/jack-bicker…11 years on TwitterRecent tweets: 10% new, 9% replies, 79% retweets, 3% quotesOn 29 user lists3,310 followers",207
315,315.,"Dr. Leigh M. Johnson@DrLeighMJohnsonPhilosophy  prof and Memphian. Tweeting abt philosophy, AI, politics, ethics, tech,  & pop culture. Host of @BMR_podcast and co-host of @hotelbarpodcast.Memphis, TNhotelbarpodcast.com11 years on TwitterRecent tweets: 55% new, 11% replies, 26% retweets, 8% quotesOn 127 user lists2,348 followers",207
316,316.,"Mark Sprevak@msprevakSenior Lecturer in Philosophy of Mind & Cognition, University of EdinburghEdinburghmarksprevak.com11 years on TwitterRecent tweets: 13% new, 21% replies, 65% retweets, 1% quotesOn 97 user lists1,924 followers",207
317,317.,"Manon Garcia@ManonGarciaFRPhilosophe  féministe 🇫🇷🇺🇸 @Yale soon at @FU_Berlin; We Are Not Born Submissive  and La Conversation des sexes; no DMs email me pleaseCambridge, MAmanon-garcia.com3 years on TwitterRecent tweets: 8% new, 78% replies, 11% retweets, 4% quotesOn 108 user lists18,119 followers",206
318,318.,"Karina Vold@karinavoldPhilosopher  of science & technology, Cog Sci & AI. Asst Prof @UofT_IHPST. Fellow @TorontoSRI @UofTethics @LeverhulmeCFI @VicCollege_UofT 🇨🇦🇲🇽🇳🇴🇺🇸Toronto, Ontariokkvd.comGoogle Scholar page6 years on TwitterRecent tweets: 14% new, 23% replies, 53% retweets, 10% quotesOn 81 user lists3,453 followers",205
319,319.,"Alice Murphy@alicemurphsPostdoctoral fellow @LMU_MCMP working on philosophy of science, aesthetics & imagination. She/herGoogle Scholar page7 years on TwitterRecent tweets: 8% new, 24% replies, 63% retweets, 5% quotesOn 25 user lists1,512 followers",205
320,320.,"Shen-yi Liao@MindOfSamLiaoProfessionally,  a philosophy professor who works on cognition + oppression; also an intellectual omnivore who co-authors promiscuously. Personally, @liaoshenyi.i/伊liao.shen-yi.orgGoogle Scholar pageUnder 1 year on TwitterRecent tweets: 9% new, 34% replies, 51% retweets, 6% quotesOn 8 user lists1,095 followers",205
321,321.,"Angie Hobbs@drangiehobbsProfessor of the Public Understanding of PhilosophyUniversity of Sheffieldangiehobbs.com12 years on TwitterRecent tweets: 10% new, 7% replies, 76% retweets, 7% quotesOn 255 user lists6,419 followers",204
322,322.,"Lauren Slater@laurenamslaterPhD-ing  @BBKPhilosophy: Descartes, Perception, & Early Modern Theories of Language. BSHP Fellow. Web editor at @aristotweets. Proud parent of @CircleCartesian.London, Englandlondoncartesiancircle.com6 years on TwitterRecent tweets: 18% new, 71% replies, 6% retweets, 6% quotesOn 27 user lists1,593 followers",204
323,323.,"frederick thuglass@luvell_andersonAssociate  Prof of Philosophy at Syracuse|writing The Ethics of Racial Humor (Oxford University Press)|Co-Editor of the Routledge Companion to Philosophy of RaceSyracuse, NYandersonluvell.weebly.comGoogle Scholar page4 years on TwitterRecent tweets: 36% new, 39% replies, 9% retweets, 16% quotesOn 11 user lists1,490 followers",204
324,324.,"Benjamin Matheson@benjaminmathesoMaría  Zambrano Fellow at the University of Valencia & Profesor Honorario at UAM, Madrid. Currently working on apology and commemoration.benjaminmatheson.comGoogle Scholar page5 years on TwitterRecent tweets: 12% new, 34% replies, 51% retweets, 3% quotesOn 29 user lists1,304 followers",204
325,325.,"Manuel Dries@manueldriesHead  of Philosophy @ The Open University @OU_Philosophy, also St Hilda's College, Oxford. All tweets personal & RT not endorsementsLondon, UK, EUopen.academia.edu/ManuelDriesGoogle Scholar page11 years on TwitterRecent tweets: 6% new, 18% replies, 74% retweets, 3% quotesOn 19 user lists1,114 followers",204
326,326.,"Yolonda with an ""o"" in the middle@ProfYolonda#Philosopher  #Bioethics #SocAndPolitφ #RaceTheory #Feministφ @NatlHumanities and @EncoreOrg Public Voices fellow. ORCID iD: 0000-0003-2825-0354. She/herSaint Louis, MOyolondawilson.comGoogle Scholar page8 years on TwitterRecent tweets: 3% new, 10% replies, 84% retweets, 4% quotesOn 51 user lists3,463 followers",203
327,327.,"Alisa Bokulich@AlisaBokulichProfessor  @ Boston Univ, History & Philosophy of Science—especially Philosophy of Geosciences, Director @BUCPHS, 2020-21 @Harvard @RadInstitute Fellow. Settler.Boston, Massa-adchu-es-et landbokulich.orgGoogle Scholar pageUnder 1 year on TwitterRecent tweets: 34% new, 29% replies, 24% retweets, 13% quotesOn 16 user lists1,724 followers",203
328,328.,"Michael Hannon@m_j_hannonPhilosopher at @NottsPhilosophy. Honorary Director of @Aristotweets. Commissioning Editor at @philosophersmag.London, Englandmjhannon.comGoogle Scholar page4 years on TwitterRecent tweets: 20% new, 69% replies, 8% retweets, 2% quotesOn 25 user lists1,405 followers",203
329,329.,"Alison Gopnik@AlisonGopnikCognitive  scientist, psychologist, philosopher, author of Scientist in the Crib, Philosophical Baby, The Gardener & The Carpenter, WSJ Mind And Matter columnistBerkeleyalisongopnik.comGoogle Scholar page10 years on TwitterRecent tweets: 18% new, 3% replies, 64% retweets, 16% quotesOn 372 user lists14,908 followers",201
330,330.,"dr. Lily frank@Lilyfrank16Asst.  Prof Eindhoven Uni of Technology, philosopher/bioethicist, tech, reproduction, persuasive tech, sex tech, health, AI/robots, feminism she/herThe Netherlandssites.google.com/view/lilyevafr…Google Scholar page5 years on TwitterRecent tweets: 9% new, 36% replies, 54% retweets, 1% quotesOn 24 user lists1,955 followers",201
331,331.,"Michael Cholbi@MichaelCholbi'No  true Scotsman': US-ish philosopher HQ'd in Edinburgh. Death & dying, work & labor, Kantian ethics, paternalism, procreative ethx. Unapologetic coffee snobEdinburghmichael.cholbi.comGoogle Scholar page12 years on TwitterRecent tweets: 26% new, 18% replies, 53% retweets, 4% quotesOn 63 user lists1,481 followers",200
332,332.,"Gabe Gottlieb@xgabegottliebxGerman Idealist and Associate Professor of Philosophy at Xavier University. Self-positing since the '70s. All opinions belong to my 'I think'.Cincinnati, OHxavier.academia.edu/GabrielGottlieb5 years on TwitterRecent tweets: 24% new, 53% replies, 9% retweets, 14% quotesOn 32 user lists4,167 followers",199
333,333.,"Annette Zimmermann@DrZimmermannPolitical  philosopher. Fellow @harvard @CarrCenter & faculty @UoYPhilosophy. Past: @Princeton @UniofOxford. Writing a 📚 titled 'The Algorithmic is Political'.York, UK / Cambridge, MAannette-zimmermann.comGoogle Scholar page3 years on TwitterRecent tweets: 8% new, 42% replies, 31% retweets, 20% quotesOn 78 user lists3,931 followers",199
334,334.,"Brit Brogaard@BritHereNowAuthor  of The Superhuman Mind (Penguin), On Romantic Love (Oxford University Press), Hatred: Understanding Our Most Dangerous Emotion, (Oxford University Press.University of Miamisites.google.com/site/brogaardb/Google Scholar page12 years on TwitterRecent tweets: 97% new, 1% replies, 1% retweets, 0% quotesOn 168 user lists2,523 followers",199
335,335.,"Samuel P@semimeticPhilosophy of Science and Technology. Wittgenstein. Violin.Neither here nor there. 6 years on TwitterRecent tweets: 4% new, 67% replies, 17% retweets, 12% quotesOn 42 user lists2,300 followers",199
336,336.,"Mary Margaret McCabe@mmmccabe1Ancient philosopher (on either construal).philosophyinprison.com7 years on TwitterRecent tweets: 2% new, 56% replies, 41% retweets, 1% quotesOn 30 user lists1,983 followers",198
337,337.,"Cian Guilfoyle Chartier@cianchartierRecently completed a PhD thesis in the philosophy of logic at the University of Amsterdam (he/him)Birmingham, UKuva.academia.edu/CianChartier4 years on TwitterRecent tweets: 3% new, 89% replies, 3% retweets, 6% quotesOn 19 user lists1,230 followers",197
338,338.,"Justin Vlasits@JustinVlasitsPyrrhonist  tweeter. For every tweet there is an equal and opposite tweet. Retweets  are neither endorsements nor their opposite. (He/his)Chicagosites.google.com/site/vlasits/8 years on TwitterRecent tweets: 2% new, 79% replies, 15% retweets, 4% quotesOn 19 user lists1,117 followers",197
339,339.,"Evan Selinger@EvanSelingerProf.  Philosophy at RIT. Ethical, legal, and political analysis of tech. Lots of privacy + AI + civil liberties. “Re-Engineering Humanity.' Bylines everywhere.eselinger.orgGoogle Scholar page11 years on TwitterRecent tweets: 6% new, 69% replies, 17% retweets, 8% quotesOn 528 user lists11,363 followers",196
340,340.,"Rebecca Scott@philoso_pandaAssistant Professor of Philosophy; unabashed pedagogy enthusiast; proud community college teacher. (she/her)4 years on TwitterRecent tweets: 39% new, 53% replies, 3% retweets, 4% quotesOn 20 user lists1,115 followers",196
341,341.,"nicholas@nwhittaker10philosophy phd; l love comics and bad horror movies and black abolitionism; writing words in various places; they seriesnwhittaker.com1 year on TwitterRecent tweets: 15% new, 79% replies, 3% retweets, 2% quotesOn 24 user lists4,625 followers",195
342,342.,"Michael Schmitz@ModemichaelPhilosopher of mind, language and society. Tweets about philosophy, science, politics and their intersections.Vienna, Austriaunivie.academia.edu/MichaelSchmitzGoogle Scholar page8 years on TwitterRecent tweets: 8% new, 66% replies, 22% retweets, 4% quotesOn 23 user lists1,373 followers",195
343,343.,"Tania Lombrozo@TaniaLombrozoWrites about cognitive science and philosophy. Professes psychology at Princeton University. Devours chocolate and fiction.Princeton, NJcognition.princeton.edu9 years on TwitterRecent tweets: 16% new, 21% replies, 41% retweets, 22% quotesOn 345 user lists10,606 followers",194
344,344.,"Zena Hitz@zenahitzTutor @stjohnscollege. Author, LOST IN THOUGHT. Speaker @thomisticinst and tinyurl.com/9vr7pjv5 . Foundress @CatherineProjzenahitz.net2 years on TwitterRecent tweets: 1% new, 69% replies, 23% retweets, 8% quotesOn 124 user lists9,744 followers",194
345,345.,"venus infers 🪰@nologos_im trying to get as far away from myself as i can. phd student in philosophy; working on humor and authority.way down at the bottom3 years on TwitterRecent tweets: 34% new, 50% replies, 11% retweets, 4% quotesOn 30 user lists4,373 followers",194
346,346.,"Antonella Mallozzi@giocalagiocalaAssistant Professor of Philosophy, Providence College. CUNY PhD. Epistemology, metaphysics, philosophy of science.New York, NYantonellamallozzi.com5 years on TwitterRecent tweets: 13% new, 36% replies, 50% retweets, 1% quotesOn 42 user lists2,253 followers",194
